timestamp,experiment,name,size,amount,warmup,duration,amount_avg,no_warmup_avg
2025-08-25T17:45:03.436249900+00:00,e2,io,100,125,25,"[448538, 424573, 449342, 441802, 423017, 431932, 425107, 426641, 431918, 424652, 436409, 427863, 418360, 430313, 424412, 417245, 417506, 425090, 501633, 497042, 460708, 457029, 490066, 513419, 490621, 472581, 421131, 426172, 432225, 416869, 433823, 418190, 423586, 427435, 417206, 416871, 416285, 423030, 420850, 415320, 434350, 411551, 416291, 431154, 417434, 414692, 413823, 414135, 424609, 417273, 417735, 410946, 417631, 437698, 414235, 415586, 413480, 416679, 424915, 416272, 412988, 415259, 415731, 424239, 422522, 413491, 411687, 413376, 422812, 421228, 466874, 421263, 463739, 442087, 499092, 443919, 576736, 520502, 502726, 515441, 475501, 517789, 511535, 590576, 552210, 530204, 543666, 602834, 619745, 556569, 473226, 497905, 568012, 495034, 486194, 490888, 504797, 479660, 512566, 515685, 504775, 515660, 552968, 597320, 618832, 472452, 535046, 519047, 595710, 512424, 446954, 414261, 410964, 409461, 428501, 410807, 434553, 407723, 406365, 418588, 407881, 418619, 413493, 404475, 408787]",456906,459780
2025-08-25T17:48:16.528097400+00:00,e2,wasm opt2 dynamic reload,100,125,25,"[1655372, 1572221, 1543281, 1544630, 1506531, 1504890, 1550582, 1521117, 1536108, 1527215, 1520940, 1519355, 1518709, 1549785, 1531374, 1523171, 1541627, 1534184, 1538803, 1538295, 1553945, 1544212, 1534533, 1547295, 1544240, 1539960, 1537301, 1543704, 1541805, 1504198, 1532570, 1537757, 1534236, 1517683, 1534334, 1529267, 1542962, 1534908, 1536572, 1549636, 1513145, 1578823, 1555159, 1533101, 1529390, 1536264, 1545137, 1540895, 1545010, 1567115, 1540539, 1527963, 1547859, 1537949, 1548197, 1530219, 1554562, 1587215, 1557745, 1559625, 1542637, 1527869, 1561243, 1527183, 1535684, 1540821, 1532777, 1540385, 1531266, 1594940, 1524077, 1532713, 1551934, 1543046, 1523048, 1572311, 1554992, 1531534, 1551752, 1530527, 1541782, 1513049, 1537726, 1557351, 1549551, 1532148, 1560149, 1562363, 1548104, 1548700, 1553817, 1564871, 1521518, 1556437, 1581727, 1543697, 1547706, 1551619, 1559228, 1552104, 1535278, 1603269, 1541247, 1601234, 1519638, 1542969, 1536941, 1552023, 1531769, 1524140, 1567524, 1524505, 1556449, 1546054, 1553037, 1534709, 1550214, 1547737, 1558484, 1544685, 1558162, 1577283, 1559802, 1560760, 1549043]",1544532,1545641
2025-08-25T17:52:05.005638900+00:00,e2,wasm opt3 dynamic reload,100,125,25,"[1859550, 1828427, 1843254, 1863096, 1800717, 1849159, 1826622, 1830431, 1836778, 1827419, 1816912, 1814702, 1827708, 1831949, 1834452, 1823710, 1824651, 1822568, 1828200, 1836996, 1823676, 1835369, 1832917, 1827246, 1826494, 1822131, 1815765, 1839338, 1813048, 1826885, 1820011, 1828274, 1830629, 1832334, 1808255, 1830678, 1828008, 1829795, 1830185, 1828469, 1824793, 1823344, 1816015, 1859688, 1815141, 1825479, 1849770, 1840319, 1821941, 1848225, 1833137, 1817076, 1825674, 1832636, 1822592, 1832990, 1831385, 1833533, 1843060, 1844645, 1840230, 1825377, 1806374, 1825708, 1808971, 1828777, 1818996, 1819350, 1821723, 1843703, 1827092, 1807922, 1831351, 1822987, 1826427, 1835041, 1831501, 1819658, 1831781, 1838041, 1833107, 1834697, 1824351, 1811415, 1822032, 1847888, 1809857, 1806201, 1812164, 1822560, 1848632, 1816178, 1827531, 1849237, 1821228, 1819822, 1819390, 1831162, 1830106, 1816076, 1857884, 1813766, 1853474, 1847869, 1832315, 1821403, 1812082, 1819565, 1806556, 1799386, 1812567, 1844990, 1856522, 1815792, 1831328, 1820798, 1806975, 1833043, 1828777, 1837975, 1817968, 1819041, 1821283, 1819712, 1809163]",1827625,1826801
2025-08-25T17:55:48.827699700+00:00,e2,wasm opt4 dynamic reload,100,125,25,"[1819433, 1777498, 1799301, 1782045, 1788533, 1764001, 1782343, 1779517, 1769693, 1791817, 1788286, 1785158, 1775275, 1792643, 1811034, 1794875, 1778343, 1774564, 1777614, 1776026, 1779862, 1780253, 1789859, 1797318, 1802447, 1769069, 1773321, 1816336, 1784992, 1796307, 1785128, 1772389, 1794145, 1790060, 1787941, 1783530, 1780306, 1786069, 1764147, 1792386, 1771138, 1785113, 1788149, 1801106, 1792911, 1778876, 1794677, 1794233, 1788110, 1788569, 1779293, 1768517, 1785360, 1781388, 1796092, 1813006, 1785526, 1771006, 1790793, 1789248, 1798839, 1789161, 1776675, 1843230, 1760053, 1783894, 1785620, 1778828, 1774369, 1787140, 1795393, 1773199, 1793683, 1796737, 1806583, 1771485, 1794923, 1777183, 1765249, 1776170, 1802703, 1777870, 1788167, 1790142, 1766460, 1764575, 1787610, 1789153, 1779589, 1774439, 1765600, 1794458, 1789147, 1785051, 1784106, 1819848, 1848887, 1930983, 2016232, 1922858, 1800519, 1763232, 1780460, 1803658, 1771773, 1783414, 1804995, 1775084, 1793449, 1782968, 1793910, 1776982, 1799091, 1784206, 1788554, 1771904, 1803090, 1792704, 1758742, 1809858, 1778184, 1774135, 1785842, 1768650, 1768218]",1790375,1791391
2025-08-25T17:55:49.345509300+00:00,e4,io,1,125,25,"[482, 335, 387, 324, 294, 341, 295, 299, 287, 285, 291, 285, 289, 356, 297, 285, 287, 283, 279, 285, 284, 281, 278, 282, 273, 277, 281, 275, 287, 283, 280, 345, 309, 352, 351, 352, 507, 743, 293, 371, 274, 263, 300, 369, 377, 415, 375, 402, 414, 393, 379, 331, 283, 284, 290, 275, 272, 279, 279, 286, 278, 280, 277, 279, 277, 274, 279, 281, 274, 272, 286, 316, 285, 291, 349, 319, 329, 330, 384, 439, 349, 294, 316, 274, 281, 272, 293, 392, 384, 404, 379, 407, 418, 392, 372, 294, 288, 298, 281, 280, 311, 282, 285, 289, 275, 278, 287, 277, 285, 319, 277, 289, 288, 278, 305, 302, 352, 330, 407, 303, 400, 295, 332, 315, 281]",319,322
2025-08-25T17:55:50.437826400+00:00,e4,wasm opt2 dynamic reload,1,125,25,"[16807, 10385, 10121, 10334, 9695, 10430, 10140, 9451, 9972, 9453, 9240, 10501, 10028, 10523, 9697, 10069, 9899, 10635, 9825, 9393, 9452, 10159, 9852, 8563, 10246, 10434, 8410, 8326, 8936, 7897, 8743, 9281, 8049, 7778, 8786, 8686, 9567, 8022, 8550, 9284, 8713, 9193, 9127, 8968, 7869, 7739, 7821, 9441, 10860, 7739, 7564, 7458, 7737, 8144, 9264, 7333, 8134, 8741, 9087, 7561, 7499, 7601, 7387, 7500, 8095, 7634, 7729, 7363, 8231, 9302, 7852, 8377, 9083, 7536, 7979, 7794, 7606, 7288, 7513, 8298, 7771, 7180, 7488, 7653, 7320, 7192, 7574, 7757, 7522, 7519, 7629, 7037, 7832, 9596, 8057, 8043, 8113, 7743, 7495, 7589, 8036, 8174, 7842, 8374, 7790, 7321, 8549, 7786, 8111, 8726, 8037, 7844, 7962, 8752, 9813, 8717, 8746, 8719, 9893, 9013, 8409, 8644, 8323, 8692, 9391]",8620,8226
2025-08-25T17:55:51.548783900+00:00,e4,wasm opt3 dynamic reload,1,125,25,"[10590, 8916, 9458, 8855, 8991, 9479, 8948, 9066, 8845, 9418, 8711, 9502, 8679, 8278, 8724, 9409, 10337, 8518, 8894, 8956, 8645, 8740, 8663, 8826, 8241, 9122, 8469, 8585, 8836, 8265, 9076, 9007, 8730, 9428, 10125, 8413, 8283, 8944, 8062, 8932, 8126, 9171, 8499, 9200, 9483, 8785, 8681, 8491, 9060, 8603, 9134, 8848, 8499, 8601, 9000, 8181, 9060, 9161, 8761, 8938, 9586, 8677, 7856, 8607, 9091, 9256, 9306, 9622, 9538, 8847, 8061, 8545, 8779, 10156, 9558, 8858, 8263, 7997, 8006, 8516, 8650, 8070, 8110, 8055, 8502, 8326, 8751, 8711, 8548, 8854, 8740, 8771, 8915, 9666, 8325, 8769, 8359, 8944, 8941, 8327, 8303, 8624, 9111, 8661, 8154, 8831, 8332, 8395, 8774, 8000, 8536, 8369, 8300, 9302, 8312, 8603, 8187, 8285, 8111, 7847, 8285, 8349, 10100, 8074, 8239]",8766,8701
2025-08-25T17:55:52.649427100+00:00,e4,wasm opt4 dynamic reload,1,125,25,"[8636, 8741, 8491, 9176, 8286, 8324, 9466, 8221, 7975, 8758, 8153, 8493, 9012, 8829, 8490, 8517, 8432, 8458, 8169, 8219, 9070, 8610, 8373, 9756, 8978, 8748, 8904, 8412, 9479, 8103, 8711, 8405, 8106, 8273, 8413, 7951, 8871, 9395, 8799, 8072, 8074, 8851, 7995, 8633, 8470, 8515, 8299, 8008, 9449, 11438, 8283, 8887, 8292, 10715, 8324, 8119, 8435, 9069, 8881, 8574, 9110, 8630, 8368, 8708, 8458, 8669, 8559, 8457, 8572, 8363, 8275, 8741, 9247, 8488, 8800, 8718, 8200, 9127, 9031, 8643, 8856, 8479, 8885, 9133, 8145, 8014, 8462, 7965, 8261, 8577, 8134, 8591, 8376, 9563, 10394, 8965, 8691, 9114, 8802, 9437, 8923, 8093, 8737, 8566, 8491, 8370, 8456, 8148, 9676, 9625, 9341, 9320, 8964, 8809, 9485, 8432, 8537, 8189, 8357, 8601, 8529, 8831, 8676, 8787, 8467]",8688,8703
2025-08-25T17:55:52.819914900+00:00,e4,io,10,125,25,"[1924, 1325, 1257, 1416, 1405, 1340, 1404, 1388, 1438, 1834, 1582, 1316, 1240, 1249, 1298, 1222, 1213, 1808, 1193, 1196, 1194, 1241, 1206, 1192, 1188, 1352, 1268, 1203, 1485, 1209, 1289, 1206, 1196, 1178, 1384, 1263, 1183, 1328, 1177, 1195, 1177, 1167, 1175, 1176, 1469, 1893, 2184, 2138, 2184, 2143, 2135, 1482, 1196, 1188, 1192, 1190, 1317, 1581, 1201, 1193, 1193, 1181, 1174, 1185, 1181, 1179, 1176, 1169, 1276, 1678, 1703, 1288, 1190, 1182, 1183, 1170, 1172, 1168, 1167, 1195, 1305, 1231, 1193, 1173, 1177, 1172, 1176, 1171, 2102, 1149, 1148, 1198, 1321, 1160, 1171, 1159, 1163, 1155, 1166, 1169, 1159, 1172, 1185, 1867, 1229, 1180, 1151, 1153, 1172, 1153, 1153, 1154, 1158, 1162, 1151, 1199, 1166, 1225, 1163, 1158, 1154, 1165, 1157, 1156, 1160]",1301,1286
2025-08-25T17:56:03.789109+00:00,e4,wasm opt2 dynamic reload,10,125,25,"[84368, 89459, 87035, 88544, 91825, 87109, 86051, 93121, 85588, 84767, 87760, 85146, 86888, 89371, 83680, 84673, 85351, 84582, 87928, 88362, 83186, 88231, 88692, 86801, 84465, 87862, 83278, 87150, 94951, 85862, 84676, 90803, 92801, 86413, 88057, 87243, 87123, 86075, 85023, 85098, 85480, 83471, 89722, 84064, 86336, 84810, 92550, 85620, 88145, 85995, 85233, 84076, 91838, 89477, 85295, 89442, 88181, 86713, 85125, 88020, 86615, 86255, 85755, 84741, 86111, 87568, 87025, 87643, 86024, 87220, 87541, 87842, 84701, 88606, 89711, 86153, 92004, 90806, 84991, 89834, 87016, 90639, 91780, 95543, 86281, 87369, 86616, 88279, 86957, 85638, 88668, 88298, 88969, 89061, 89098, 91701, 89087, 92868, 91306, 90751, 86163, 90612, 87850, 90504, 90715, 89861, 84094, 86702, 85108, 86512, 87783, 85507, 85402, 86852, 86765, 86464, 87680, 87953, 85825, 90620, 93973, 87766, 86477, 87015, 87518]",87598,87768
2025-08-25T17:56:14.970142700+00:00,e4,wasm opt3 dynamic reload,10,125,25,"[96659, 88792, 87657, 85946, 89229, 87617, 86720, 86187, 90237, 93346, 89059, 86950, 89896, 91862, 94192, 84300, 91802, 90880, 84559, 91679, 88164, 86548, 90749, 89664, 93022, 90134, 86466, 86641, 89560, 87848, 88327, 88541, 87127, 90964, 86025, 87158, 87010, 89096, 87336, 88379, 86859, 86662, 84305, 89629, 89910, 90236, 88219, 88591, 91789, 89836, 91615, 90582, 91995, 88917, 89831, 89783, 85994, 89461, 87769, 87038, 86608, 89706, 87575, 90333, 88304, 85754, 90661, 88784, 91189, 91066, 87134, 88884, 93208, 86534, 88688, 89374, 86352, 87279, 87203, 89797, 90921, 87731, 88436, 89014, 90575, 90404, 90531, 87689, 88492, 91077, 87359, 89371, 89281, 97771, 89498, 89473, 90149, 88374, 92975, 91208, 88958, 89395, 93155, 90954, 91474, 90916, 88250, 89174, 91464, 89892, 88260, 88278, 89251, 89827, 90050, 88776, 90152, 91709, 89982, 93476, 88930, 87180, 89551, 90377, 91858]",89291,89256
2025-08-25T17:56:26.217137+00:00,e4,wasm opt4 dynamic reload,10,125,25,"[93358, 87993, 90668, 92411, 88689, 90563, 89685, 88066, 90032, 88697, 90475, 89287, 96479, 94570, 90229, 88878, 91751, 94542, 92327, 91778, 89126, 88315, 90855, 90531, 86176, 89866, 93194, 89161, 88323, 89116, 91993, 89176, 89695, 89070, 89388, 87715, 90866, 90819, 90017, 86824, 93251, 101065, 93254, 91232, 90722, 91170, 87323, 85883, 86940, 86482, 89425, 85532, 87769, 90407, 86233, 90946, 91177, 91891, 88563, 89341, 85688, 88415, 90239, 85811, 92630, 95767, 88374, 87111, 88348, 89815, 87906, 90943, 90587, 87185, 86335, 90095, 92937, 87118, 90288, 88170, 89831, 88873, 87632, 87199, 88392, 88442, 90738, 88106, 87852, 93228, 89325, 87718, 88578, 87799, 88938, 86422, 88218, 90182, 86270, 89709, 90182, 88937, 92533, 94434, 86657, 86780, 95312, 87911, 90258, 89852, 86476, 89665, 97049, 99527, 90194, 87949, 88221, 91081, 88952, 90505, 87747, 91717, 89679, 90492, 88459]",89816,89616
2025-08-25T17:56:27.877701100+00:00,e4,io,100,125,25,"[14656, 14811, 14912, 13679, 13718, 12966, 12876, 12743, 12877, 12868, 12963, 12467, 12658, 12959, 12685, 12300, 12577, 12433, 12477, 12407, 12226, 12381, 12260, 12244, 12402, 12190, 12343, 12542, 12235, 12452, 12426, 12309, 12472, 12334, 12299, 12342, 12224, 12320, 12245, 12339, 12422, 12028, 14810, 12915, 12838, 13000, 12810, 12401, 12406, 12966, 12476, 13592, 12938, 13051, 12586, 12458, 12447, 12204, 14047, 12078, 12249, 12672, 12275, 12236, 12290, 12382, 12399, 12305, 12389, 12588, 13088, 12316, 12481, 12304, 12327, 12157, 17210, 19086, 16772, 18000, 12971, 12727, 12627, 12331, 16859, 18741, 18451, 19548, 20725, 21005, 16426, 13664, 12527, 12785, 12383, 12252, 12154, 13279, 12864, 12459, 12466, 14415, 12317, 12317, 15027, 12860, 12618, 12874, 12526, 12900, 12308, 12451, 13328, 13302, 12797, 12885, 12657, 12596, 12520, 12400, 12325, 12309, 12296, 12233, 12615]",13205,13271
2025-08-25T17:58:18.012561700+00:00,e4,wasm opt2 dynamic reload,100,125,25,"[888910, 904376, 893551, 898504, 900130, 899990, 910144, 880931, 898424, 889392, 891166, 892694, 895700, 894280, 891733, 895035, 891353, 883987, 893316, 880072, 881066, 889152, 885361, 916306, 889450, 888085, 894474, 891735, 885430, 890194, 886275, 885819, 889146, 884785, 886830, 893313, 888130, 881060, 886855, 888639, 894526, 877201, 891497, 891992, 892235, 890047, 894981, 874822, 885224, 897093, 891947, 878941, 880953, 876360, 889125, 886841, 886180, 883598, 893906, 874689, 882358, 884019, 878383, 883664, 881240, 870640, 882638, 877523, 881551, 857145, 867178, 860050, 866847, 891184, 862417, 878988, 858874, 874246, 881544, 871858, 880849, 866012, 869338, 885662, 863310, 879540, 879027, 883359, 882006, 869007, 874768, 877810, 883381, 884121, 875136, 893197, 877890, 884120, 891891, 875080, 880052, 858560, 876166, 865828, 871882, 867988, 864191, 874913, 861701, 877420, 871477, 869560, 877753, 868021, 868427, 862009, 845061, 874815, 866562, 869843, 863709, 858274, 863818, 848789, 853363]",880927,877809
2025-08-25T18:00:05.498762100+00:00,e4,wasm opt3 dynamic reload,100,125,25,"[850713, 869215, 852843, 869452, 862748, 862537, 864233, 857682, 858321, 864536, 862840, 867218, 855618, 856265, 866969, 850247, 865977, 854869, 861212, 867392, 864476, 866976, 852090, 851205, 848081, 846092, 843747, 845674, 848103, 835918, 843168, 855584, 843410, 847789, 846888, 844220, 861691, 836179, 850447, 844687, 844548, 853578, 845044, 846352, 848984, 851289, 855632, 846505, 854491, 850857, 852266, 856711, 855813, 860985, 861614, 863802, 866231, 856974, 863745, 869368, 864324, 870048, 860498, 854805, 865231, 858653, 864589, 861292, 854241, 857495, 854030, 865757, 854451, 853286, 857249, 860568, 864005, 864948, 868459, 869622, 875893, 865896, 860704, 864802, 870852, 858215, 859073, 851673, 861141, 861974, 864019, 865867, 859850, 864955, 867824, 862375, 856630, 857968, 865008, 869169, 854047, 857325, 859932, 868362, 874935, 855769, 858472, 866425, 869755, 872636, 868800, 862688, 877796, 861856, 873052, 866470, 856734, 876240, 872414, 875672, 866925, 861633, 873785, 870329, 876187]",859742,859640
2025-08-25T18:01:53.754675400+00:00,e4,wasm opt4 dynamic reload,100,125,25,"[877366, 872173, 873863, 856244, 890138, 864618, 873176, 878654, 862560, 879964, 862450, 887872, 915082, 874831, 868248, 994615, 893140, 871318, 874158, 877160, 871254, 881565, 848622, 862301, 870739, 865224, 872045, 874125, 866781, 872626, 857505, 858187, 873399, 864660, 867257, 855513, 869701, 851464, 859450, 864284, 862722, 866606, 859193, 861744, 861084, 846759, 862804, 861906, 870522, 860329, 855781, 860615, 865416, 861707, 867446, 858580, 863069, 872107, 868728, 860063, 877744, 867333, 875200, 866875, 859843, 868183, 854986, 844101, 848281, 867087, 858706, 857179, 861263, 857545, 868976, 871583, 867479, 859568, 860664, 867613, 872394, 865341, 873174, 866369, 866206, 862484, 866171, 868715, 858138, 865965, 872090, 854966, 871532, 858728, 865365, 856899, 855262, 862716, 856312, 871356, 861920, 855831, 863374, 858217, 856626, 851863, 866014, 870762, 854110, 861101, 860755, 856471, 880493, 858861, 864670, 859396, 861148, 871891, 842545, 872696, 851564, 840076, 864570, 842870, 857596]",865898,862552
2025-08-25T18:01:55.427400800+00:00,e4,io,1000,125,25,"[14312, 13556, 14080, 14910, 13878, 13101, 12718, 12712, 13381, 14119, 13180, 12636, 12871, 16565, 14177, 19398, 13001, 13407, 12817, 12829, 12749, 12754, 12721, 13818, 12692, 13070, 12646, 12586, 12937, 12957, 12572, 12600, 13694, 12494, 12634, 13016, 13315, 12838, 12790, 12682, 12722, 12608, 12704, 12686, 12550, 12547, 12548, 12661, 12802, 13099, 12697, 12690, 12607, 12778, 12670, 12697, 12598, 12492, 12475, 12527, 12632, 12494, 12444, 12219, 16013, 12632, 12540, 12546, 12508, 12536, 12532, 12498, 12765, 12454, 12639, 12623, 14299, 15104, 13284, 15013, 12791, 12740, 13682, 18595, 19939, 18902, 17458, 20959, 14720, 13319, 12908, 12784, 12766, 12665, 12496, 12417, 12997, 12759, 12687, 12438, 12553, 12408, 12440, 14906, 13276, 12827, 12794, 12611, 12475, 12514, 12577, 13892, 13156, 13275, 12728, 12710, 12772, 12560, 12648, 12740, 12618, 12797, 12649, 14812, 12488]",13307,13210
